,fname,width,slice
9303,file1000617.h5,372,13
9304,file1001741.h5,372,31
9305,file1002211.h5,372,14
9306,file1001902.h5,372,4
9307,file1000970.h5,372,5
9308,file1000416.h5,372,6
9309,file1001436.h5,372,6
9310,file1000970.h5,372,17
9311,file1000225.h5,372,15
12816,file1001239.h5,322,30
12817,file1002107.h5,322,10
12818,file1001216.h5,322,15
12819,file1002246.h5,322,2
12820,file1001465.h5,322,1
12821,file1002078.h5,322,24
12822,file1001550.h5,322,29
12823,file1001239.h5,322,25
12824,file1001239.h5,322,15
12825,file1001908.h5,322,31
12826,file1000246.h5,322,3
12827,file1002107.h5,322,14
12828,file1000246.h5,322,4
12829,file1001216.h5,322,3
12830,file1000898.h5,322,22
12831,file1001239.h5,322,33
5600,file1001373.h5,372,8
5601,file1002111.h5,372,23
5602,file1001071.h5,372,22
5603,file1001721.h5,372,23
5604,file1000834.h5,372,17
5605,file1001685.h5,372,27
5606,file1000612.h5,372,33
5607,file1001161.h5,372,15
5608,file1000378.h5,372,26
5609,file1001580.h5,372,14
5610,file1000301.h5,372,1
5611,file1002354.h5,372,15
5612,file1001403.h5,372,9
5613,file1002074.h5,372,6
5614,file1001094.h5,372,2
5615,file1000200.h5,372,24
27648,file1000233.h5,368,27
27649,file1001672.h5,368,2
27650,file1000640.h5,368,23
27651,file1001728.h5,368,19
27652,file1000402.h5,368,6
27653,file1000611.h5,368,10
27654,file1001385.h5,368,19
27655,file1002099.h5,368,5
27656,file1000002.h5,368,32
27657,file1002195.h5,368,24
27658,file1002273.h5,368,5
27659,file1000999.h5,368,11
27660,file1001671.h5,368,34
27661,file1000326.h5,368,14
27662,file1002386.h5,368,0
27663,file1001004.h5,368,1
11168,file1000172.h5,372,22
11169,file1001131.h5,372,1
11170,file1002229.h5,372,24
11171,file1002247.h5,372,24
11172,file1002510.h5,372,6
11173,file1001912.h5,372,1
11174,file1001413.h5,372,14
11175,file1002343.h5,372,22
11176,file1002054.h5,372,18
11177,file1000583.h5,372,7
11178,file1000142.h5,372,0
11179,file1000129.h5,372,15
11180,file1001966.h5,372,18
11181,file1000172.h5,372,21
11182,file1000382.h5,372,5
11183,file1000521.h5,372,31
9664,file1002185.h5,372,30
9665,file1002499.h5,372,5
9666,file1002111.h5,372,30
9667,file1000005.h5,372,2
9668,file1002459.h5,372,17
9669,file1000340.h5,372,31
9670,file1000602.h5,372,21
9671,file1002076.h5,372,26
9672,file1000509.h5,372,26
9673,file1001617.h5,372,6
9674,file1001582.h5,372,7
9675,file1000401.h5,372,2
9676,file1000290.h5,372,32
9677,file1000848.h5,372,24
9678,file1001523.h5,372,21
9679,file1001309.h5,372,8
18688,file1002449.h5,368,22
18689,file1000306.h5,368,34
18690,file1000778.h5,368,16
18691,file1000997.h5,368,10
18692,file1000743.h5,368,15
18693,file1001042.h5,368,13
18694,file1001992.h5,368,13
18695,file1000557.h5,368,21
18696,file1000884.h5,368,9
18697,file1001956.h5,368,27
18698,file1002283.h5,368,24
18699,file1000846.h5,368,3
18700,file1000952.h5,368,11
18701,file1002293.h5,368,7
18702,file1002516.h5,368,27
18703,file1001849.h5,368,9
34560,file1002193.h5,386,11
34561,file1000929.h5,386,0
34562,file1002193.h5,386,37
34563,file1002193.h5,386,41
34564,file1000929.h5,386,12
34565,file1001245.h5,386,15
34566,file1001245.h5,386,14
34567,file1002531.h5,386,0
34568,file1002193.h5,386,36
34569,file1001245.h5,386,19
34570,file1000929.h5,386,26
34571,file1000929.h5,386,11
34572,file1002531.h5,386,9
34573,file1001245.h5,386,28
34574,file1002531.h5,386,32
34575,file1002531.h5,386,20
864,file1000984.h5,372,0
865,file1001161.h5,372,7
866,file1000109.h5,372,18
867,file1001571.h5,372,21
868,file1000347.h5,372,30
869,file1000936.h5,372,8
870,file1002367.h5,372,18
871,file1002171.h5,372,29
872,file1002139.h5,372,29
873,file1002129.h5,372,5
874,file1001646.h5,372,21
875,file1002517.h5,372,10
876,file1001287.h5,372,17
877,file1002244.h5,372,4
878,file1001588.h5,372,17
879,file1000275.h5,372,9
18960,file1002163.h5,368,25
18961,file1002439.h5,368,32
18962,file1000363.h5,368,29
18963,file1001901.h5,368,21
18964,file1001421.h5,368,16
18965,file1000481.h5,368,9
18966,file1002293.h5,368,0
18967,file1001864.h5,368,22
18968,file1000974.h5,368,16
18969,file1001654.h5,368,32
18970,file1001056.h5,368,12
18971,file1001656.h5,368,6
18972,file1000424.h5,368,1
18973,file1000633.h5,368,36
18974,file1002397.h5,368,29
18975,file1000339.h5,368,17
30864,file1002093.h5,368,41
30865,file1001985.h5,368,4
30866,file1000236.h5,368,17
30867,file1000643.h5,368,12
30868,file1001800.h5,368,27
30869,file1000242.h5,368,1
30870,file1000349.h5,368,1
30871,file1002462.h5,368,24
30872,file1000851.h5,368,28
30873,file1001139.h5,368,4
30874,file1001141.h5,368,21
30875,file1000559.h5,368,25
30876,file1000785.h5,368,35
30877,file1000573.h5,368,26
30878,file1000558.h5,368,1
30879,file1000148.h5,368,21
19520,file1000557.h5,368,23
19521,file1001061.h5,368,5
19522,file1001732.h5,368,35
19523,file1000510.h5,368,23
19524,file1001220.h5,368,35
19525,file1002243.h5,368,25
19526,file1002325.h5,368,20
19527,file1000100.h5,368,11
19528,file1001545.h5,368,29
19529,file1002554.h5,368,18
19530,file1000059.h5,368,4
19531,file1000485.h5,368,9
19532,file1000400.h5,368,0
19533,file1001244.h5,368,7
19534,file1000101.h5,368,29
19535,file1000289.h5,368,28
21856,file1000846.h5,368,8
21857,file1002189.h5,368,6
21858,file1001945.h5,368,23
21859,file1001056.h5,368,29
21860,file1002286.h5,368,9
21861,file1001006.h5,368,13
21862,file1000770.h5,368,27
21863,file1001283.h5,368,33
21864,file1002071.h5,368,23
21865,file1001333.h5,368,25
21866,file1002462.h5,368,29
21867,file1000069.h5,368,18
21868,file1001220.h5,368,24
21869,file1000296.h5,368,1
21870,file1000313.h5,368,28
21871,file1001521.h5,368,14
18816,file1000402.h5,368,13
18817,file1001244.h5,368,1
18818,file1000306.h5,368,32
18819,file1001758.h5,368,29
18820,file1000967.h5,368,4
18821,file1000023.h5,368,0
18822,file1002228.h5,368,34
18823,file1000588.h5,368,24
18824,file1000592.h5,368,24
18825,file1000584.h5,368,3
18826,file1001036.h5,368,12
18827,file1001616.h5,368,26
18828,file1002567.h5,368,14
18829,file1000888.h5,368,14
18830,file1000221.h5,368,7
18831,file1002518.h5,368,29
14816,file1002146.h5,368,32
14817,file1002195.h5,368,32
14818,file1001053.h5,368,19
14819,file1001029.h5,368,17
14820,file1001746.h5,368,27
14821,file1001033.h5,368,38
14822,file1001006.h5,368,7
14823,file1002089.h5,368,15
14824,file1002505.h5,368,2
14825,file1002161.h5,368,31
14826,file1000224.h5,368,9
14827,file1002043.h5,368,12
14828,file1001723.h5,368,4
14829,file1001109.h5,368,25
14830,file1002127.h5,368,8
14831,file1001619.h5,368,2
15056,file1001382.h5,368,36
15057,file1002481.h5,368,32
15058,file1000558.h5,368,23
15059,file1001024.h5,368,10
15060,file1000354.h5,368,21
15061,file1001629.h5,368,22
15062,file1000354.h5,368,26
15063,file1001750.h5,368,19
15064,file1000094.h5,368,18
15065,file1001969.h5,368,5
15066,file1002304.h5,368,28
15067,file1000682.h5,368,7
15068,file1002113.h5,368,12
15069,file1000983.h5,368,7
15070,file1001623.h5,368,22
15071,file1002046.h5,368,10
12608,file1000416.h5,372,39
12609,file1001185.h5,372,0
12610,file1001026.h5,372,24
12611,file1002062.h5,372,10
12612,file1001121.h5,372,32
12613,file1001236.h5,372,16
12614,file1000994.h5,372,23
12615,file1002284.h5,372,11
12616,file1002284.h5,372,7
12617,file1001695.h5,372,15
12618,file1000689.h5,372,2
12619,file1000583.h5,372,19
12620,file1001121.h5,372,29
12621,file1002244.h5,372,8
12622,file1000458.h5,372,24
12623,file1000222.h5,372,13
5952,file1000427.h5,372,19
5953,file1000808.h5,372,24
5954,file1002537.h5,372,8
5955,file1000449.h5,372,20
5956,file1000117.h5,372,29
5957,file1000179.h5,372,10
5958,file1001854.h5,372,1
5959,file1001185.h5,372,26
5960,file1000143.h5,372,30
5961,file1002247.h5,372,28
5962,file1000199.h5,372,9
5963,file1001494.h5,372,7
5964,file1002042.h5,372,16
5965,file1002211.h5,372,11
5966,file1000490.h5,372,0
5967,file1001037.h5,372,2
16112,file1002473.h5,368,29
16113,file1000390.h5,368,21
16114,file1000582.h5,368,29
16115,file1002440.h5,368,22
16116,file1001110.h5,368,28
16117,file1001285.h5,368,0
16118,file1002118.h5,368,9
16119,file1002098.h5,368,8
16120,file1001849.h5,368,29
16121,file1000882.h5,368,27
16122,file1002568.h5,368,17
16123,file1001630.h5,368,9
16124,file1000856.h5,368,28
16125,file1001426.h5,368,5
16126,file1002416.h5,368,30
16127,file1000321.h5,368,10
1312,file1001099.h5,372,26
1313,file1000610.h5,372,16
1314,file1001677.h5,372,18
1315,file1001599.h5,372,0
1316,file1001966.h5,372,24
1317,file1000521.h5,372,25
1318,file1002086.h5,372,4
1319,file1000547.h5,372,8
1320,file1001360.h5,372,31
1321,file1002561.h5,372,5
1322,file1000340.h5,372,11
1323,file1002256.h5,372,26
1324,file1001588.h5,372,18
1325,file1001960.h5,372,9
1326,file1001003.h5,372,18
1327,file1001350.h5,372,8
1872,file1000969.h5,372,9
1873,file1002461.h5,372,23
1874,file1002194.h5,372,36
1875,file1001161.h5,372,5
1876,file1000459.h5,372,12
1877,file1001169.h5,372,8
1878,file1001236.h5,372,25
1879,file1000259.h5,372,6
1880,file1000378.h5,372,20
1881,file1002153.h5,372,22
1882,file1001571.h5,372,11
1883,file1002023.h5,372,20
1884,file1000610.h5,372,10
1885,file1000824.h5,372,3
1886,file1001698.h5,372,1
1887,file1000198.h5,372,19
23824,file1001561.h5,368,41
23825,file1000244.h5,368,17
23826,file1000573.h5,368,10
23827,file1001209.h5,368,1
23828,file1001520.h5,368,6
23829,file1002520.h5,368,3
23830,file1000830.h5,368,4
23831,file1000643.h5,368,13
23832,file1002324.h5,368,4
23833,file1001067.h5,368,34
23834,file1001183.h5,368,4
23835,file1000002.h5,368,19
23836,file1000285.h5,368,18
23837,file1002431.h5,368,4
23838,file1002303.h5,368,17
23839,file1002324.h5,368,13
26704,file1000790.h5,368,3
26705,file1002440.h5,368,0
26706,file1002303.h5,368,5
26707,file1001061.h5,368,9
26708,file1000559.h5,368,11
26709,file1000754.h5,368,32
26710,file1002456.h5,368,26
26711,file1001723.h5,368,32
26712,file1000716.h5,368,17
26713,file1001491.h5,368,40
26714,file1000027.h5,368,2
26715,file1001739.h5,368,23
26716,file1001901.h5,368,8
26717,file1001999.h5,368,2
26718,file1000120.h5,368,16
26719,file1002264.h5,368,17
5040,file1002256.h5,372,20
5041,file1000736.h5,372,20
5042,file1001147.h5,372,29
5043,file1002186.h5,372,27
5044,file1000740.h5,372,19
5045,file1000988.h5,372,0
5046,file1002186.h5,372,31
5047,file1002521.h5,372,10
5048,file1002495.h5,372,20
5049,file1001599.h5,372,6
5050,file1001027.h5,372,26
5051,file1001001.h5,372,7
5052,file1000275.h5,372,28
5053,file1002343.h5,372,12
5054,file1001858.h5,372,12
5055,file1001422.h5,372,6
992,file1000721.h5,372,2
993,file1001328.h5,372,28
994,file1000661.h5,372,8
995,file1001854.h5,372,14
996,file1000275.h5,372,30
997,file1001051.h5,372,31
998,file1002235.h5,372,4
999,file1000511.h5,372,14
1000,file1000290.h5,372,1
1001,file1000583.h5,372,22
1002,file1000416.h5,372,34
1003,file1002491.h5,372,28
1004,file1001986.h5,372,29
1005,file1001855.h5,372,26
1006,file1000661.h5,372,6
1007,file1002186.h5,372,0
15664,file1000573.h5,368,35
15665,file1000548.h5,368,33
15666,file1000481.h5,368,31
15667,file1000754.h5,368,20
15668,file1002425.h5,368,14
15669,file1002492.h5,368,11
15670,file1000559.h5,368,32
15671,file1001739.h5,368,19
15672,file1002041.h5,368,22
15673,file1002094.h5,368,35
15674,file1000795.h5,368,28
15675,file1001176.h5,368,12
15676,file1001299.h5,368,16
15677,file1001565.h5,368,15
15678,file1001053.h5,368,39
15679,file1002334.h5,368,21
24032,file1001217.h5,368,33
24033,file1002341.h5,368,31
24034,file1001857.h5,368,20
24035,file1000479.h5,368,10
24036,file1000357.h5,368,4
24037,file1001830.h5,368,36
24038,file1002030.h5,368,22
24039,file1001307.h5,368,16
24040,file1000875.h5,368,17
24041,file1000403.h5,368,19
24042,file1000947.h5,368,14
24043,file1002132.h5,368,21
24044,file1001619.h5,368,0
24045,file1000249.h5,368,41
24046,file1002432.h5,368,16
24047,file1001257.h5,368,11
21472,file1001432.h5,368,24
21473,file1000884.h5,368,10
21474,file1001861.h5,368,32
21475,file1001857.h5,368,12
21476,file1000728.h5,368,32
21477,file1000875.h5,368,25
21478,file1000750.h5,368,32
21479,file1000410.h5,368,25
21480,file1000682.h5,368,14
21481,file1002356.h5,368,32
21482,file1000120.h5,368,31
21483,file1002518.h5,368,6
21484,file1001748.h5,368,19
21485,file1002251.h5,368,6
21486,file1000762.h5,368,32
21487,file1000372.h5,368,8
21104,file1000728.h5,368,18
21105,file1001235.h5,368,23
21106,file1000220.h5,368,31
21107,file1001992.h5,368,6
21108,file1000059.h5,368,11
21109,file1001226.h5,368,13
21110,file1000785.h5,368,12
21111,file1000236.h5,368,30
21112,file1001864.h5,368,9
21113,file1000191.h5,368,7
21114,file1000695.h5,368,5
21115,file1002456.h5,368,35
21116,file1001109.h5,368,35
21117,file1001053.h5,368,29
21118,file1000410.h5,368,32
21119,file1001468.h5,368,18
25984,file1001748.h5,368,26
25985,file1001701.h5,368,2
25986,file1000111.h5,368,30
25987,file1001561.h5,368,12
25988,file1002399.h5,368,30
25989,file1002325.h5,368,14
25990,file1001942.h5,368,14
25991,file1001474.h5,368,12
25992,file1000927.h5,368,16
25993,file1002544.h5,368,5
25994,file1000585.h5,368,35
25995,file1001656.h5,368,14
25996,file1000643.h5,368,21
25997,file1001176.h5,368,6
25998,file1001277.h5,368,4
25999,file1001257.h5,368,6
17568,file1002133.h5,368,0
17569,file1002064.h5,368,18
17570,file1000390.h5,368,18
17571,file1000402.h5,368,21
17572,file1001206.h5,368,30
17573,file1002048.h5,368,4
17574,file1001832.h5,368,29
17575,file1001355.h5,368,4
17576,file1000048.h5,368,30
17577,file1000884.h5,368,31
17578,file1002385.h5,368,36
17579,file1000997.h5,368,31
17580,file1000922.h5,368,17
17581,file1001200.h5,368,21
17582,file1001401.h5,368,30
17583,file1000170.h5,368,24
21648,file1000762.h5,368,27
21649,file1001561.h5,368,32
21650,file1001922.h5,368,13
21651,file1001752.h5,368,40
21652,file1002352.h5,368,2
21653,file1000402.h5,368,17
21654,file1001945.h5,368,19
21655,file1000754.h5,368,30
21656,file1002014.h5,368,30
21657,file1001561.h5,368,4
21658,file1000846.h5,368,1
21659,file1000760.h5,368,16
21660,file1000180.h5,368,2
21661,file1001998.h5,368,28
21662,file1000851.h5,368,32
21663,file1001424.h5,368,31
15968,file1001630.h5,368,33
15969,file1002043.h5,368,19
15970,file1000010.h5,368,9
15971,file1000762.h5,368,12
15972,file1001642.h5,368,32
15973,file1000486.h5,368,6
15974,file1000064.h5,368,35
15975,file1000518.h5,368,7
15976,file1001645.h5,368,29
15977,file1000326.h5,368,38
15978,file1000943.h5,368,5
15979,file1001460.h5,368,31
15980,file1002041.h5,368,30
15981,file1001752.h5,368,15
15982,file1000125.h5,368,22
15983,file1000627.h5,368,0
28400,file1000390.h5,368,34
28401,file1000289.h5,368,35
28402,file1000027.h5,368,17
28403,file1000098.h5,368,32
28404,file1001033.h5,368,6
28405,file1001989.h5,368,33
28406,file1002251.h5,368,11
28407,file1002471.h5,368,29
28408,file1000535.h5,368,11
28409,file1001286.h5,368,29
28410,file1002046.h5,368,26
28411,file1002208.h5,368,18
28412,file1000883.h5,368,12
28413,file1000336.h5,368,8
28414,file1000393.h5,368,7
28415,file1002090.h5,368,14
14928,file1002357.h5,368,3
14929,file1000371.h5,368,5
14930,file1000149.h5,368,2
14931,file1000372.h5,368,4
14932,file1001623.h5,368,30
14933,file1000313.h5,368,8
14934,file1002064.h5,368,1
14935,file1002356.h5,368,22
14936,file1000262.h5,368,41
14937,file1000997.h5,368,16
14938,file1001319.h5,368,25
14939,file1000888.h5,368,34
14940,file1001220.h5,368,15
14941,file1000221.h5,368,22
14942,file1000557.h5,368,16
14943,file1000220.h5,368,29
20464,file1001098.h5,368,29
20465,file1001999.h5,368,33
20466,file1002006.h5,368,9
20467,file1000321.h5,368,3
20468,file1001873.h5,368,8
20469,file1002544.h5,368,9
20470,file1002225.h5,368,0
20471,file1001969.h5,368,4
20472,file1001565.h5,368,24
20473,file1001623.h5,368,15
20474,file1000539.h5,368,0
20475,file1000585.h5,368,28
20476,file1002532.h5,368,26
20477,file1000708.h5,368,23
20478,file1000289.h5,368,39
20479,file1002123.h5,368,27
2160,file1001101.h5,372,14
2161,file1000994.h5,372,17
2162,file1000896.h5,372,11
2163,file1001580.h5,372,23
2164,file1000167.h5,372,8
2165,file1001437.h5,372,16
2166,file1001722.h5,372,10
2167,file1000381.h5,372,12
2168,file1000612.h5,372,37
2169,file1000602.h5,372,0
2170,file1001665.h5,372,7
2171,file1000317.h5,372,19
2172,file1002076.h5,372,31
2173,file1000088.h5,372,14
2174,file1002307.h5,372,2
2175,file1000381.h5,372,34
30000,file1000173.h5,368,21
30001,file1000313.h5,368,7
30002,file1000207.h5,368,13
30003,file1001226.h5,368,3
30004,file1001355.h5,368,20
30005,file1000467.h5,368,3
30006,file1000633.h5,368,7
30007,file1001615.h5,368,11
30008,file1001661.h5,368,19
30009,file1001973.h5,368,0
30010,file1002271.h5,368,31
30011,file1001888.h5,368,4
30012,file1001863.h5,368,6
30013,file1001814.h5,368,20
30014,file1001671.h5,368,0
30015,file1002283.h5,368,19
28704,file1001748.h5,368,35
28705,file1002269.h5,368,10
28706,file1001113.h5,368,6
28707,file1001672.h5,368,17
28708,file1000592.h5,368,14
28709,file1002456.h5,368,4
28710,file1002298.h5,368,29
28711,file1000262.h5,368,17
28712,file1000384.h5,368,10
28713,file1001673.h5,368,6
28714,file1001636.h5,368,3
28715,file1002333.h5,368,24
28716,file1002030.h5,368,9
28717,file1000518.h5,368,24
28718,file1001728.h5,368,1
28719,file1002225.h5,368,29
21712,file1001861.h5,368,17
21713,file1000559.h5,368,19
21714,file1000210.h5,368,27
21715,file1001474.h5,368,31
21716,file1001595.h5,368,10
21717,file1001244.h5,368,20
21718,file1002118.h5,368,3
21719,file1002071.h5,368,4
21720,file1001155.h5,368,42
21721,file1001672.h5,368,25
21722,file1001860.h5,368,16
21723,file1000590.h5,368,1
21724,file1001424.h5,368,11
21725,file1000573.h5,368,17
21726,file1001732.h5,368,5
21727,file1000777.h5,368,5
24784,file1002243.h5,368,17
24785,file1000762.h5,368,13
24786,file1001130.h5,368,4
24787,file1000191.h5,368,31
24788,file1001910.h5,368,3
24789,file1002518.h5,368,35
24790,file1002471.h5,368,3
24791,file1001222.h5,368,9
24792,file1002342.h5,368,25
24793,file1000795.h5,368,10
24794,file1001992.h5,368,23
24795,file1002132.h5,368,23
24796,file1001520.h5,368,12
24797,file1000540.h5,368,2
24798,file1001106.h5,368,21
24799,file1000588.h5,368,26
24656,file1000554.h5,368,8
24657,file1000875.h5,368,13
24658,file1001053.h5,368,7
24659,file1001470.h5,368,11
24660,file1000307.h5,368,14
24661,file1000643.h5,368,22
24662,file1000592.h5,368,23
24663,file1001024.h5,368,27
24664,file1000499.h5,368,19
24665,file1000974.h5,368,19
24666,file1000089.h5,368,21
24667,file1000770.h5,368,23
24668,file1000061.h5,368,2
24669,file1002449.h5,368,26
24670,file1002374.h5,368,36
24671,file1001564.h5,368,30
3088,file1000981.h5,372,24
3089,file1002256.h5,372,22
3090,file1001907.h5,372,25
3091,file1001449.h5,372,19
3092,file1002284.h5,372,31
3093,file1002510.h5,372,15
3094,file1001150.h5,372,1
3095,file1002543.h5,372,12
3096,file1002478.h5,372,27
3097,file1002134.h5,372,30
3098,file1001920.h5,372,31
3099,file1001580.h5,372,1
3100,file1000154.h5,372,11
3101,file1000425.h5,372,31
3102,file1000085.h5,372,29
3103,file1000880.h5,372,21
15696,file1001056.h5,368,15
15697,file1001228.h5,368,21
15698,file1000173.h5,368,5
15699,file1000778.h5,368,1
15700,file1000693.h5,368,3
15701,file1002195.h5,368,16
15702,file1001056.h5,368,30
15703,file1002416.h5,368,6
15704,file1001333.h5,368,19
15705,file1002037.h5,368,5
15706,file1002481.h5,368,25
15707,file1001206.h5,368,11
15708,file1000590.h5,368,8
15709,file1001114.h5,368,34
15710,file1001342.h5,368,9
15711,file1001385.h5,368,8
10848,file1002241.h5,372,21
10849,file1001203.h5,372,21
10850,file1001296.h5,372,29
10851,file1000472.h5,372,18
10852,file1001198.h5,372,30
10853,file1001236.h5,372,1
10854,file1001690.h5,372,30
10855,file1000970.h5,372,32
10856,file1002112.h5,372,15
10857,file1000970.h5,372,29
10858,file1000298.h5,372,6
